bathrooms,bedrooms,city,city_region,description,living_areas,price,region,rooms,size,type_of_property,url
2,"(None,)",Le Kram,Les Jardins de Carthage inLe Kram,"Find out about this house for sale. Price 950,000 TND. 3 rooms, 2 bathrooms, area 138 m². 5 rooms. Good condition. Cellar.Come and check out this house for sale in Les Jardins de Carthage. In addition to a terrace, a carpark is at your disposal. Air conditioning system.Contact us if you are interested in this house. Fully equipped kitchen. Air conditioned.Nearby: school and secondary school, shops, bookshop and pharmacy in less than 50 meters, cafes and restaurants in 50 meters, shopping centre in 150 meters, station and public transport in 250 meters, beach in 300 meters, supermarket in 400 meters, hospitals in 450 meters, taxi in 1.8 kilometer.","(None,)",950000.0,Les Jardins de Carthage,"(5,)",138,house,https://www.mubawab.tn/en/a/7642056/find-your-house-to-buy-in-les-jardins-de-carthage-3-lovely-rooms-well-decorated-
2,"(None,)",,Ras Jebel,"Come and visit this beautiful house for sale. Price 140,000 TND. 6 living areas, 2 bathrooms, area 100 m². 4 rooms. Good condition. Large balcony.This beautiful house is for sale .Close to all amenities: schools in 1.1 kilometer, shops in 2.4 kilometers.",6,140000.0,Ras Jebel,4,100,house,https://www.mubawab.tn/en/a/7450959/very-nice-house-for-sale-4-rooms-balcony-
"(None,)",3,La Marsa,Bhar Lazreg inLa Marsa,"Seize the opportunity with this house for sale. Price 320,000 TND. 4 living areas, 2 private bathrooms, 144 m². 3 bedrooms. New. Integrated air conditioners.Come and check out this house for sale in Bhar Lazreg, La Marsa. Garden. Enclosed residence.Close to all amenities: retailers in less than 50 meters, schools and pharmacy in 50 meters, bookshop and cafes and restaurants in 100 meters, hospitals in 300 meters, department store, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.",4,320000.0,Bhar Lazreg,"(None,)",144,apartment,https://www.mubawab.tn/en/a/7731891/home-to-buy-in-bhar-lazreg-4-large-rooms-residence-with-security-
3,"(None,)",La Marsa,Ain Zaghouan Sud inLa Marsa,"Don't miss out on this house for sale. Price 480,000 TND. 4 living areas, 3 bathrooms, area 175 m². 3 rooms. Good condition. Terrace.This house is for sale in Ain Zaghouan Sud, La Marsa.Nearby: retailers in less than 50 meters, school and secondary school and pharmacy in 50 meters, bookshop and cafes and restaurants in 100 meters, hospitals in 300 meters, shopping centre, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.",4,480000.0,Ain Zaghouan Sud,3,175,house,https://www.mubawab.tn/en/a/7696842/beautiful-house-for-sale-in-ain-zaghouan-sud-large-area-175-m%C2%B2-large-balcony-
1,"(None,)",,El Haouaria,"Amazing deal on this house for sale. Price 70,000 TND. 2 rooms, 1 bathroom, area 220 m². 2 rooms. Less than 20 years. You will have a terrace and a garden.This house is for sale . General satellite dish. Quiet surroundings with mountain view.Schedule your visit to this exceptional house now.Close to all amenities: educational establishments in 150 meters, shops in 350 meters, pharmacy in 400 meters, shopping centre in 450 meters.","(None,)",70000.0,El Haouaria,"(2,)",220,house,https://www.mubawab.tn/en/a/7721568/house-to-buy-area-220-m%C2%B2-beautiful-terrace-and-garden-
"(None,)","(None,)",La Marsa,Gammarth inLa Marsa,,"(None,)",820000.0,Gammarth,"(None,)","(None,)",,https://www.mubawab.tn/en/pa/6521016/home-to-buy-in-gammarth-6-large-living-areas-caretaker-and-swimming-pool-
"(None,)","(None,)",Raoued,Raoued inRaoued,,"(None,)",1364000.0,Raoued,"(None,)","(None,)",,https://www.mubawab.tn/en/pa/6495295/house-for-sale-in-raoued-5-small-bedroom-satellite-dish-and-reinforced-door-
"(None,)","(None,)",Raoued,Raoued inRaoued,,"(None,)",829000.0,Raoued,"(None,)","(None,)",,https://www.mubawab.tn/en/pa/6502441/beautiful-house-for-sale-in-raoued-total-area-323-m%C2%B2-satellite-dish-and-security-
1,"(None,)",,Kélibia,"Amazing deal on this house for sale. Price 120,000 TND. 2 rooms, 1 bathroom, area 90 m². 1 Living areas. Good condition. Well decorated.Come and check out this house for sale . Equipped kitchen. Microwave oven.Contact us to visit this house for sale. Large balcony. Integrated air conditioners. Equipped with a satellite dish.Close to all amenities: school and secondary school in 100 meters, retailers and pharmacy in 150 meters, bookshop and cafes and restaurants in 200 meters, supermarket in 250 meters, station and public transport in 350 meters, hospitals in 500 meters, beach in 2.7 kilometers.",1,120000.0,Kélibia,2,90,house,https://www.mubawab.tn/en/a/7721898/home-to-buy-area-90-m%C2%B2-storage-unit-
1,"(None,)",,Hammam El Ghezaz,"Very nice property for sale. Price 210,000 TND. 3 rooms, 1 bathroom, area 217 m². 1 Rooms. Good condition. Storage unit.Come and check out this house for sale . You will have a terrace and a garden. Beautiful sea view, Double glazing.Contact us to visit this house for sale. Spacious European living room. Satellite dish. Fitted kitchen.Close to all amenities: educational establishments in 2.3 kilometers.","(None,)",210000.0,Hammam El Ghezaz,"(3,)",217,house,https://www.mubawab.tn/en/a/7722154/house-to-buy-1-room-furnished-
1,4,Le Bardo,Le Bardo inLe Bardo,"Seize the opportunity with this house for sale. Price 600,000 TND. 5 living areas, 1 bathroom, 544 m². 4 bedrooms. Good condition. Green area, Car parking spaces, Large terrace.This beautiful house is for sale in Le Bardo, Le Bardo.Close to all amenities: retailers in less than 50 meters, pharmacy in 100 meters, school and secondary school in 150 meters, supermarket in 250 meters, bookshop and cafes and restaurants in 300 meters, large area in 550 meters, hospitals in 1.7 kilometer, station, transport and taxi in 2.6 kilometers.",5,600000.0,Le Bardo,"(None,)",544,house,https://www.mubawab.tn/en/a/7733287/house-to-buy-in-le-bardo-4-rooms-cellar-large-terrace-
1,"(None,)",,Kélibia,"Unique opportunity on this house for sale. Price 295,000 TND. 5 living areas, 1 bathroom, 367 m². 3 rooms. Good condition. Enjoy a beautiful garden and a terrace. Also has a garage.This house is for sale .",5,295000.0,Kélibia,3,367,house,https://www.mubawab.tn/en/a/7595625/house-to-buy-3-lovely-rooms-carpark-and-garden-
3,5,Sousse Ville,Sahloul inSousse Ville,"Come and visit this beautiful house for sale. Price 850,000 TND. 6 living areas, 3 bathrooms, area 667 m². 5 bedrooms. Less than 20 years. Covering: Tiled. Green areas, Balcony.This beautiful house is for sale in Sahloul. Many amenities including air conditioning and swimming pool. Air conditioned.Schedule your visit to this exceptional house now. Equipped kitchen.Close to all amenities: educational establishments in 50 meters, retailers in 200 meters, hospitals in 350 meters, transport and taxi service in 400 meters, pharmacy in 500 meters, supermarket in 600 meters, cafes and restaurants in 650 meters, bookshop in 800 meters, department store in 1.1 kilometer, station in 2.1 kilometers.",6,850000.0,Sahloul,"(None,)",667,house,https://www.mubawab.tn/en/a/7733278/house-for-sale-in-sahloul-total-area-667-m%C2%B2-green-areas-balcony-
1,1,Hammamet,Hammamet Nord inHammamet,"Don't miss out on this house for sale. 1 bathroom, 70 m². 1 Living areas. 1 bedroom. Less than 10 years.This house is for sale in Hammamet Nord, Hammamet. Green area.Nearby: retailers in 250 meters, large area in 700 meters, pharmacy in 950 meters, school and secondary school in 1.1 kilometer, supermarket in 1.9 kilometer, beach in 2.1 kilometers, hospitals in 2.3 kilometers, bookshop in 2.4 kilometers.",1,,Hammamet Nord,"(None,)",70,house,https://www.mubawab.tn/en/a/7731986/very-nice-house-for-sale-in-hammamet-nord-1-room-garden-
1,3,La Soukra,La Soukra inLa Soukra,"Amazing deal on this house for sale. Price 680,000 TND. 4 living areas, 1 bathroom, area 300 m². 3 bedrooms. Good condition. Well equipped kitchen.Come and check out this house for sale in La Soukra, La Soukra. Air conditioning system. Central air conditioning.Nearby: schools and retailers in less than 50 meters, bookshop and bars and restaurants in 50 meters, pharmacy in 1.0 kilometer, supermarket in 2.2 kilometers, shopping centre in 2.4 kilometers, taxi service in 2.9 kilometers.",4,710000.0,La Soukra,"(None,)",300,house,https://www.mubawab.tn/en/a/7480220/splendid-villa-for-sale-in-la-soukra-3-beautiful-rooms-central-heating-
1,2,La Soukra,La Soukra inLa Soukra,"Find out about this house for sale. 2 living areas, 1 bathroom, area 315 m². 2 bedrooms. New.This house is for sale in La Soukra. Large swimming pool, General air conditioning. Well equipped kitchen.Contact us if you are interested in this house. Central heating. Large balcony.Nearby: shops in 400 meters, schools in 1.2 kilometer, pharmacy in 1.4 kilometer, commercial area in 1.5 kilometer, supermarket and bookshop in 2.3 kilometers, hospitals in 2.8 kilometers.",2,,La Soukra,"(None,)",315,house,https://www.mubawab.tn/en/a/7722551/house-for-sale-in-la-soukra-2-rooms-property-with-swimming-pool-integrated-air-conditioning-
2,3,Sousse Jaouhara,Khezama inSousse Jaouhara,"Amazing deal on this house for sale. Price 700,000 TND. 3 living areas, 2 bathrooms, area 250 m². 3 bedrooms. Good condition. Air conditioning.This house is for sale in Khezama. Green area. Security.Contact us to visit this house for sale. Fully equipped kitchen. Central air conditioning.Nearby: schools, retailers and pharmacy in less than 50 meters, bookshop in 50 meters, supermarket in 200 meters, cafes and restaurants and hospitals in 400 meters, station and public transport in 750 meters, large area in 850 meters, beach in 1.2 kilometer, taxi in 3.0 kilometers.",3,700000.0,Khezama,"(None,)",250,house,https://www.mubawab.tn/en/a/7646465/house-to-buy-in-khezama-3-large-rooms-central-heating-
2,"(None,)",,Kalâa Kebira,"Amazing deal on this house for sale. Price 550,000 TND. 3 rooms, 2 bathrooms, area 600 m². 3 rooms. New. Green area, Balcony.Come and check out this house for sale . Fitted kitchen. Swimming pool.Schedule your visit to this exceptional house now.Close to all amenities: shops in 50 meters, educational establishments in 250 meters, bookshop in 300 meters, pharmacy in 550 meters, restaurants in 600 meters, supermarket in 900 meters, hospitals in 1.8 kilometer.","(None,)",550000.0,Kalâa Kebira,"(3,)",600,house,https://www.mubawab.tn/en/a/7645824/home-to-buy-3-lovely-rooms-terrace-and-garden-
"(None,)","(None,)",,Fouchana,"Find out about this house for sale. Price 450,000 TND. 8 rooms, area of ​​430 m².Come and check out this house for sale .Close to all amenities: schools and shops in less than 50 meters, pharmacy in 100 meters, supermarket in 250 meters, bookshop in 450 meters, commercial area in 2.4 kilometers.","(None,)",450000.0,Fouchana,8,430,house,https://www.mubawab.tn/en/a/7732464/very-nice-house-for-sale-surface-area-430-m%C2%B2-terrace-
2,"(None,)",,Fouchana,"Come and visit this beautiful house for sale. Price 280,000 TND. 4 rooms, 2 bathrooms, 190 m².Come and check out this house for sale .Nearby: schools and shops in less than 50 meters, pharmacy in 100 meters, supermarket in 250 meters, bookshop in 450 meters, commercial area in 2.4 kilometers.","(None,)",280000.0,Fouchana,4,190,house,https://www.mubawab.tn/en/a/7732466/house-for-sale-surface-area-190-m%C2%B2-large-balcony-
1,"(None,)",Nabeul,Nabeul inNabeul,"Amazing deal on this house for sale. Price 1,050,000 TND. 4 rooms, 1 bathroom, area 505 m². 7 rooms. Good condition. The exterior consists of a garden and a terrace.Come and check out this house for sale in Nabeul. Fitted kitchen. Boiler.Contact us if you are interested in this house. Air conditioned. Air conditioning system.Nearby: shops, station and public transport in 50 meters, schools and pharmacy in 100 meters, bookshop in 150 meters, large area in 200 meters, supermarket in 300 meters, hospitals in 350 meters, beach in 750 meters, restaurants in 800 meters.","(None,)",1050000.0,Nabeul,"(7,)",505,house,https://www.mubawab.tn/en/a/7679558/home-to-buy-in-nabeul-surface-area-505-m%C2%B2-green-area-balcony-
2,"(None,)",La Marsa,Ain Zaghouan Sud inLa Marsa,"Amazing deal on this house for sale. Price 480,000 TND. 3 rooms, 2 bathrooms, area 80 m². 4 rooms. Good condition. You will enjoy a beautiful terrace and a carpark.Come and check out this house for sale in Ain Zaghouan Sud, La Marsa.Nearby: shops in less than 50 meters, school and secondary school and pharmacy in 50 meters, bookshop in 100 meters, restaurants in 200 meters, hospitals in 300 meters, department store, station and public transport in 500 meters, supermarket in 650 meters, beach in 1.3 kilometer.","(None,)",480000.0,Ain Zaghouan Sud,"(4,)",80,house,https://www.mubawab.tn/en/a/7623569/house-for-sale-in-ain-zaghouan-sud-4-rooms-parking-spaces-and-terrace-
1,"(None,)",Djerba,Djerba inDjerba,"Unique opportunity on this house for sale. Price 260,000 TND. 3 rooms, 1 bathroom, area 380 m². 4 rooms. Less than 20 years. Covering: Tiled. You will have a terrace and a garden.Come and check out this house for sale in Djerba, Djerba. Integrated air conditioning.Close to all amenities: schools in 100 meters, retailers, bookshop and cafes and restaurants in 150 meters, pharmacy in 250 meters, hospitals, station and public transport in 350 meters, supermarket in 700 meters.","(None,)",260000.0,Djerba,"(4,)",380,house,https://www.mubawab.tn/en/a/7729481/home-to-buy-in-djerba-4-large-rooms-beautiful-terrace-and-garden-
1,"(None,)",Monastir Ville,Monastir Ville inMonastir Ville,"Amazing deal on this house for sale. Price 250,000 TND. 4 rooms, 1 bathroom, area 180 m². 5 rooms. Good condition. Covering: Tiled. Large balcony.Come and check out this house for sale in Monastir Ville, Monastir Ville.Close to all amenities: educational establishments and retailers in less than 50 meters, bars and restaurants in 250 meters, pharmacy in 300 meters, bookshop in 500 meters, department store in 700 meters, beach in 800 meters, supermarket, station and public transport in 950 meters, hospitals in 1.4 kilometer.","(None,)",250000.0,Monastir Ville,"(5,)",180,house,https://www.mubawab.tn/en/a/7715505/beautiful-house-for-sale-in-c2-4-lovely-rooms-balcony-
2,"(None,)",Hammam Sousse,El Kantaoui inHammam Sousse,"Find out about this house for sale. Price 480,000 TND. 3 living areas, 2 bathrooms, area 215 m². 2 rooms. Good condition. Covering: Marble. Perfectly equipped with central heating. Stunning sea view.This house is for sale in El Kantaoui. With Lift, Balcony. Equipped with a satellite dish. The residence is secured.Contact us to visit this house for sale. Comfort and security with caretaker service and air conditioning. Cooker with oven. Washing Machine.Nearby: retailers and bookshop in less than 50 meters, schools and pharmacy in 50 meters, station and public transport in 200 meters, supermarket in 300 meters, commercial area in 400 meters, cafes and restaurants in 1.9 kilometer, hospitals in 2.5 kilometers, taxi service in 2.6 kilometers, beach in 2.7 kilometers.",3,480000.0,El Kantaoui,2,215,apartment,https://www.mubawab.tn/en/a/7719556/house-to-buy-in-el-kantaoui-3-comfortable-rooms-view-facing-the-sea-centralised-air-conditioning-
1,"(None,)",Hammamet,Hammamet Sud inHammamet,"Seize the opportunity with this house for sale. Price 210,000 TND. 4 rooms, 1 bathroom, area 75 m². 5 rooms. Good condition. You will enjoy a beautiful terrace and a carpark.Come and check out this house for sale in Hammamet Sud, Hammamet.Close to all amenities: schools and retailers in 100 meters, hospitals in 150 meters, bookshop and pharmacy in 200 meters, supermarket and large area in 300 meters, station and public transport in 500 meters, restaurants in 750 meters, beach in 800 meters.","(None,)",210000.0,Hammamet Sud,"(5,)",75,house,https://www.mubawab.tn/en/a/7732527/very-nice-house-for-sale-in-hammamet-sud-surface-area-75-m%C2%B2-parking-spaces-and-terrace-
